merge_key,name,times_scores_citations,the_score,qs_score,teaching,subjects_offered,nid,aliases,international_students,disabled,city,year,unaccredited,size,students_to_staff_ratio,research_quality,female_to_male_ratio,country,international_outlook,research_environment,industry_impact,region,closed,acronym,student_population,type,research_output,overall_score
universityofmanchester,University of Manchester,93.1,74.9325,,61.2,"Architecture,Mechanical & Aerospace Engineering,Economics & Econometrics,Other Health,Civil Engineering,Computer Science,Chemistry,Business & Management,Art, Performing Arts & Design,Biological Sciences,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Education,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,General Engineering,Mathematics & Statistics,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Chemical Engineering,Archaeology,Communication & Media Studies,Law",512.0,University of Manchester,46%,False,,2026.0,False,,14.9,92.4,57 : 43,United Kingdom,94.5,65.9,74.0,,False,,"43,470",,,
universityofmanitoba,University of Manitoba,76.3,44.837500000000006,,29.5,"Mechanical & Aerospace Engineering,Geography,Medicine & Dentistry,Biological Sciences,Psychology,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Economics & Econometrics,Architecture,Sport Science,Law,History, Philosophy & Theology,Agriculture & Forestry,Sociology,Archaeology,Civil Engineering,Education,General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Electrical & Electronic Engineering,Chemistry,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Other Health,Mathematics & Statistics,Business & Management",790.0,University of Manitoba,24%,False,Winnipeg,2026.0,False,XL,13.7,72.9,54 : 46,Canada,60.4,25.1,61.4,North America,False,,"26,170",Public,Very High,
universityofmannheim,University of Mannheim,90.2,58.3305,,37.0,"Education,Business & Management,Economics & Econometrics,Accounting & Finance,Politics & International Studies (incl Development Studies),Psychology,Mathematics & Statistics,Law,Communication & Media Studies,History, Philosophy & Theology,Languages, Literature & Linguistics,Computer Science,Sociology",131813.0,University of Mannheim,17%,False,,2026.0,False,,36.1,85.5,,Germany,71.1,44.5,88.2,,False,,"7,902",,,
universityofmanouba,University of Manouba,44.2,27.4745,,25.9,"History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Accounting & Finance,Communication & Media Studies,Veterinary Science,Geography,Education,Economics & Econometrics,Sport Science,Business & Management,Biological Sciences,Computer Science",659912.0,University of Manouba,2%,False,,2026.0,False,,14.4,42.1,58 : 42,Tunisia,45.8,9.7,23.9,,False,,"17,341",,,
universityofmaragheh,University of Maragheh,55.7,32.0125,,14.7,"Chemical Engineering,Geography,Civil Engineering,Languages, Literature & Linguistics,Chemistry,Agriculture & Forestry,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Law,Psychology,Biological Sciences",670545.0,University of Maragheh,9%,False,,2026.0,False,,24.5,59.6,59 : 41,Iran,47.8,17.1,31.3,,False,,"3,719",,,
universityofmarburg,University of Marburg,68.8,49.5345,,37.8,"Physics & Astronomy,Economics & Econometrics,History, Philosophy & Theology,Computer Science,Psychology,Sociology,Accounting & Finance,Law,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Biological Sciences,Business & Management,Sport Science,Art, Performing Arts & Design,Communication & Media Studies,Archaeology,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Other Health,Education,Geography",589325.0,University of Marburg,17%,False,,2026.0,False,,29.8,72.0,58 : 42,Germany,61.9,32.1,70.8,,False,,"22,883",,,
universityofmaribor,University of Maribor,40.8,28.733,,21.5,"Geography,Communication & Media Studies,Psychology,Civil Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sport Science,Law,Architecture,Other Health,Computer Science,Sociology,Economics & Econometrics,General Engineering,Chemical Engineering,Chemistry,History, Philosophy & Theology,Biological Sciences,Accounting & Finance,Agriculture & Forestry,Education,Medicine & Dentistry,Business & Management,Physics & Astronomy,Mechanical & Aerospace Engineering,Art, Performing Arts & Design",131610.0,University of Maribor,14%,False,Maribor,2026.0,False,L,13.9,41.2,55 : 45,Slovenia,39.5,18.0,46.2,Europe,False,,"13,082",Public,High,
universityofmarrakechcadiayyad,,36.5,,,,"History, Philosophy & Theology,Civil Engineering,Education,General Engineering,Sociology,Chemical Engineering,Law,Mathematics & Statistics,Geography,Computer Science,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Agriculture & Forestry,Psychology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Chemistry",998.0,University of Marrakech Cadi Ayyad,,False,,,False,,,,,,,,,,False,,,,,
"universityofmaryland,baltimorecounty","University of Maryland, Baltimore County",61.5,41.2795,,27.5,"General Engineering,Biological Sciences,Economics & Econometrics,Civil Engineering,Other Health,Business & Management,Mathematics & Statistics,Education,Agriculture & Forestry,Accounting & Finance,History, Philosophy & Theology,Chemistry,Sociology,Physics & Astronomy,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Computer Science,Psychology,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Communication & Media Studies",791.0,"University of Maryland, Baltimore County",19%,False,Baltimore,2026.0,False,M,17.8,61.3,46 : 54,United States,55.8,27.2,67.6,North America,False,,"12,398",Public,High,
universityofmascara,University of Mascara,31.4,19.0015,,15.7,"History, Philosophy & Theology,Civil Engineering,Geography,Agriculture & Forestry,Chemistry,Sociology,Mathematics & Statistics,Electrical & Electronic Engineering,Law,Computer Science,Communication & Media Studies,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,General Engineering,Accounting & Finance,Biological Sciences,Economics & Econometrics,Archaeology,Business & Management",670608.0,University of Mascara,0%,False,,2026.0,False,,22.2,27.1,63 : 37,Algeria,43.2,8.0,17.0,,False,,"22,010",,,
universityofmassachusetts,University of Massachusetts,87.3,65.27799999999999,,55.0,"Veterinary Science,Electrical & Electronic Engineering,Sport Science,Sociology,Art, Performing Arts & Design,Education,Medicine & Dentistry,Physics & Astronomy,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Business & Management,Computer Science,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Chemical Engineering,Civil Engineering,Other Health,Chemistry,Law,Psychology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Communication & Media Studies,Architecture,Biological Sciences,Economics & Econometrics,Accounting & Finance,Archaeology,Geography",528.0,University of Massachusetts,15%,False,,2026.0,False,,12.8,87.9,51 : 49,United States,75.0,46.6,88.6,,False,,"62,471",,,
universityofmassachusettsamherst,,,,38.8,,,,,,,Amherst,,,L,,,,,,,,North America,,,,Public,Very High,
universityofmassachusettsboston,,,,,,,,,,,Boston,,,L,,,,,,,,North America,,,,Public,Very High,
universityofmataram,University of Mataram,,20.2935,,11.8,"Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Mathematics & Statistics,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Law,Economics & Econometrics,Medicine & Dentistry,Biological Sciences,Business & Management,General Engineering,Chemistry",718106.0,University of Mataram,0%,False,,2026.0,False,,22.1,39.0,62 : 38,Indonesia,26.3,8.4,17.6,,False,,"30,131",,,
universityofmauritius,University of Mauritius,45.3,29.558,,27.5,"Mechanical & Aerospace Engineering,Agriculture & Forestry,Communication & Media Studies,Education,Sociology,Chemical Engineering,Languages, Literature & Linguistics,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences,General Engineering,Electrical & Electronic Engineering,Mathematics & Statistics,History, Philosophy & Theology,Medicine & Dentistry,Accounting & Finance,Law,Biological Sciences,Civil Engineering,Psychology,Politics & International Studies (incl Development Studies),Business & Management,Other Health,Physics & Astronomy,Economics & Econometrics",707927.0,University of Mauritius,7%,False,,2026.0,False,,26.0,42.2,58 : 42,Mauritius,37.5,14.9,41.3,,False,,"9,108",,,
universityofmazandaran,University of Mazandaran,39.1,28.5835,,26.6,"Physics & Astronomy,Art, Performing Arts & Design,Sociology,Archaeology,Civil Engineering,Law,Geography,Economics & Econometrics,Education,Sport Science,Electrical & Electronic Engineering,Mathematics & Statistics,General Engineering,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Business & Management,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Psychology,Computer Science,Biological Sciences,Architecture,Languages, Literature & Linguistics,Veterinary Science,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences",623892.0,University of Mazandaran,3%,False,,2026.0,False,,24.1,43.0,64 : 36,Iran,28.3,16.2,25.4,,False,,"11,383",,,
universityofmedea,,,,,,"Law,Communication & Media Studies,Business & Management,Education,Languages, Literature & Linguistics,Psychology,Sociology,History, Philosophy & Theology,Accounting & Finance",709508.0,University of Medea,,False,,,False,,,,,,,,,,False,,,,,
universityofmedellín,University of Medellín,,20.3135,,18.0,"Business & Management,Accounting & Finance,Sociology,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Law,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Computer Science,Chemical Engineering,Communication & Media Studies,Economics & Econometrics,Psychology,Art, Performing Arts & Design,General Engineering,Politics & International Studies (incl Development Studies),Chemistry,Physics & Astronomy,Civil Engineering",625503.0,University of Medellín Universidad de Medellín,2%,False,,2026.0,False,,16.8,24.8,53 : 47,Colombia,44.5,11.4,23.0,,False,,"7,158",,,
universityofmedicineandpharmacycaroldavila,University of Medicine and Pharmacy Carol Davila,62.6,37.32749999999999,,26.1,"Medicine & Dentistry,Other Health",717333.0,University of Medicine and Pharmacy Carol Davila,17%,False,,2026.0,False,,9.2,73.4,68 : 32,Romania,37.0,12.5,30.2,,False,,"12,809",,,
universityofmedicineandpharmacyofcraiova,University of Medicine and Pharmacy of Craiova,37.2,32.2155,,26.1,"Medicine & Dentistry,Other Health",715414.0,University of Medicine and Pharmacy of Craiova,14%,False,,2026.0,False,,9.3,59.4,70 : 30,Romania,36.8,10.4,23.0,,False,,"4,578",,,
universityofmelbourne,University of Melbourne,90.1,79.0485,,67.7,"Other Health,Economics & Econometrics,Biological Sciences,Electrical & Electronic Engineering,Civil Engineering,Accounting & Finance,Chemical Engineering,Mathematics & Statistics,Sociology,Archaeology,Computer Science,Geography,Languages, Literature & Linguistics,Law,Physics & Astronomy,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Sport Science,Business & Management,History, Philosophy & Theology,Chemistry,Architecture,Education,Medicine & Dentistry,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Psychology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering",501.0,University of Melbourne UniMelb Australia,51%,False,,2026.0,False,,23.3,87.8,58 : 42,Australia,91.6,75.5,99.3,,False,,"51,622",,,
universityofmemphis,University of Memphis,55.0,34.999500000000005,,30.1,"Art, Performing Arts & Design,Languages, Literature & Linguistics,Other Health,Sociology,Law,Communication & Media Studies,Business & Management,Sport Science,Psychology,General Engineering,Computer Science,Architecture,Mathematics & Statistics,Chemistry,Accounting & Finance,History, Philosophy & Theology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Education,Chemical Engineering,Biological Sciences,Medicine & Dentistry,Economics & Econometrics,Mechanical & Aerospace Engineering,Agriculture & Forestry,Archaeology,Electrical & Electronic Engineering,Geography,Veterinary Science,Civil Engineering",594551.0,University of Memphis,10%,False,,2026.0,False,,14.3,48.6,60 : 40,United States,45.8,19.3,62.7,,False,,"15,761",,,
universityofmessina,University of Messina,79.1,45.508,,35.6,"Electrical & Electronic Engineering,Chemistry,Business & Management,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Veterinary Science,Communication & Media Studies,Mechanical & Aerospace Engineering,Sociology,Other Health,Mathematics & Statistics,Education,Medicine & Dentistry,Sport Science,Biological Sciences,Psychology,History, Philosophy & Theology,Physics & Astronomy,Economics & Econometrics,Art, Performing Arts & Design,Agriculture & Forestry,Law",623967.0,University of Messina,6%,False,Messina,2026.0,False,L,22.7,71.8,63 : 37,Italy,36.6,28.1,64.3,Europe,False,,"14,308",Public,High,
